31120887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CaseID,ResponseId,StartDate,EndDate,DOV_SPLIT_A,DOV_SPLIT_B,BNE1_1,BNE1_2,BNE1_3,BNE1_4,BNE1_5,BNE2_1,BNE2_2,BNE2_3,BNE2_4,BNE3_1,BNE3_2,BNE3_3,BNE4,complete_status,QFLAG,xparty4,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,SSTNO,weight_PID
781,R_3P517wnyI4YjjR2,2/23/2024 15:07:59,2/23/2024 15:11:47,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,"Heard of it, but that’s it","Heard of it, but that’s it",Strongly support,Strongly oppose,Strongly oppose,Strongly support,No,No,No, ,qualified,1,Republican,Suburban,27,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,4,"Other (mobile home, boat, RV, van, etc.)","$75,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in,Not working,WV,2,2,South Atlantic,70,0.7921339
782,R_6BSHNX1R3PAYJax,2/25/2024 8:01:58,2/25/2024 8:07:26,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,Yes,No,Yes, ,qualified,1,Something else,Urban,53,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,GA,1,0,South Atlantic,70,0.5556682
783,R_7QnbGxROWUQ7QZ0,2/23/2024 18:50:00,2/23/2024 18:55:04, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I have","Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Suburban,45,Bachelor or higher,Master’s degree or above,Hispanic,Female,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,2,Pacific,70,1.9695176
784,R_5fHUj73b7xg8dhL,2/23/2024 16:38:47,2/23/2024 16:43:15, ,SPLIT B,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Never heard of this,Strongly oppose,Somewhat support,Somewhat oppose,Strongly support,Yes,No,Yes, ,qualified,1,Independent,Rural,39,Bachelor or higher,Master’s degree or above,"Other, Non-Hispanic",Male,4,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TN,2,2,East-South Central,70,1.3365673
785,R_1zqNg0u4Fwf1TgO,2/23/2024 17:03:49,2/23/2024 17:11:46, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Independent,Urban,43,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,"Other (mobile home, boat, RV, van, etc.)","$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,70,1.2530258
786,R_6mI9LifXGmggrh6,2/23/2024 15:06:54,2/23/2024 15:12:26, ,SPLIT B,Very familiar, ,Very familiar,Very familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,Yes,Yes,No,qualified,1,Democrat,Urban,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,West,Owned or being bought by you or someone in,Not working,CA,3,1,Pacific,70,0.5527009
787,R_5nwP8Zpl3XbHnbH,2/25/2024 6:33:07,2/25/2024 6:41:04,SPLIT A, ,Never heard of this,Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,No,Yes,No,No,qualified,1,Independent,Urban,55,Bachelor or higher,Master’s degree or above,"Black or African American, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,WI,3,0,East-North Central,70,1.1810435
788,R_7mmdHp09c3Gzui5,2/23/2024 15:49:14,2/23/2024 15:58:05, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Never heard of this,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,"Yes, I know someone","Yes, I know someone",No,No,qualified,1,Republican,Urban,65,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,NY,3,0,Mid-Atlantic,70,1.1444428
789,R_3smkiXsvkOh8Sd8,2/24/2024 18:32:19,2/24/2024 20:04:50, ,SPLIT B,Very familiar, ,Somewhat familiar,Somewhat familiar,Never heard of this,Strongly support,Strongly support,Somewhat support,Strongly support,Yes,Yes,Yes,No,qualified,1,Independent,Urban,23,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,Building with 2 or more apartments,"$50,000 to $74,999",Now married,Metro area,Northeast,Occupied without payment of cash rent,Not working,NY,2,1,Mid-Atlantic,70,1.1856061
790,R_7rxBV7StlvS2VZQ,2/23/2024 15:44:28,2/23/2024 15:52:32, ,SPLIT B,Very familiar, ,Somewhat familiar,Somewhat familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Urban,54,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,NY,2,0,Mid-Atlantic,70,0.4839241
791,R_1q2v4N1AKQYFDiP,2/24/2024 8:13:37,2/24/2024 8:21:50,SPLIT A, ,Never heard of this,Somewhat familiar, ,Very familiar,Very familiar,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Urban,19,Less than HS,No high school diploma or GED,Hispanic,Male,2,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,South,Rented for cash,Not working,TX,2,0,West-South Central,70,1.3268192
792,R_6lmAwZj0j172bpm,2/23/2024 16:16:41,2/23/2024 16:51:50,SPLIT A, ,"Heard of it, but that’s it",Never heard of this, ,Never heard of this,Never heard of this,Strongly oppose,Strongly support,Strongly oppose,Strongly support,Yes,No,Yes, ,qualified,1,Republican,Suburban,32,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Male,3,Building with 2 or more apartments,"$50,000 to $74,999",Now married,Metro area,South,Rented for cash,Working full-time,TX,1,2,West-South Central,70,1.1606021
793,R_1q78wRtc1dc7V1T,2/24/2024 9:11:57,2/24/2024 11:41:47, ,SPLIT B,Very familiar, ,Very familiar,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Independent,Urban,33,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$50,000 to $74,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working full-time,AZ,1,0,Mountain,70,0.9683519
794,R_68MMcSKt2gcUThR,2/23/2024 15:45:52,2/23/2024 15:51:38, ,SPLIT B,Never heard of this, ,Never heard of this,Never heard of this,Never heard of this,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Yes,No,No, ,qualified,1,Something else,Suburban,18,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,WI,3,2,East-North Central,70,0.6112084
795,R_7Xcvgx2DCVT121B,2/23/2024 19:59:06,2/23/2024 21:53:31, ,SPLIT B,Never heard of this, ,Never heard of this,"Heard of it, but that’s it",Never heard of this,Somewhat oppose,Somewhat oppose,Somewhat support,Strongly oppose,No,No,Yes, ,qualified,1,Independent,Urban,18,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,West,Owned or being bought by you or someone in,Working part-time,AZ,4,0,Mountain,70,1.5498238
796,R_1KwNOoTAG1WGMcp,2/25/2024 12:56:34,2/25/2024 13:01:02, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Somewhat familiar,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Yes,Yes,Yes,No,qualified,1,Republican,Rural,52,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Divorced,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,1,0,East-North Central,70,0.6577732
797,R_31sLfKEopV5xCvg,2/23/2024 15:39:12,2/23/2024 15:46:19,SPLIT A, ,Very familiar,Very familiar, ,Somewhat familiar,Very familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,No,No,No, ,qualified,1,Democrat,Suburban,74,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,FL,2,0,South Atlantic,70,0.7309476
798,R_3wuwdi8OueBVTq9,2/23/2024 19:47:40,2/23/2024 19:53:28, ,SPLIT B,"Heard of it, but that’s it", ,Never heard of this,"Heard of it, but that’s it","Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Yes,Yes,No,No,qualified,1,Independent,Rural,59,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,Northeast,Occupied without payment of cash rent,Working full-time,NY,1,0,Mid-Atlantic,70,0.8548066
799,R_7xUs7khb0DXRIBP,2/23/2024 18:21:22,2/23/2024 18:27:54,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,"Heard of it, but that’s it",Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone",No,"Yes, I know someone", ,qualified,1,Democrat,Suburban,57,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,PA,3,0,Mid-Atlantic,70,0.589626
800,R_7qI3g9OlyCCZsla,2/23/2024 15:21:50,2/23/2024 15:33:10,SPLIT A, ,Very familiar,Very familiar, ,Very familiar,Never heard of this,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Yes,Yes,No,qualified,1,Democrat,Urban,56,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,NC,4,0,South Atlantic,70,0.4714065
801,R_33kSDDoDszSp0Z3,2/24/2024 5:00:53,2/24/2024 5:07:53,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,"Heard of it, but that’s it",Somewhat familiar,Somewhat support,Somewhat oppose,Somewhat oppose,Strongly support,No,"Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Urban,20,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$50,000 to $74,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,2,0,East-North Central,70,0.8561399
802,R_5Fh33yZoxfbUPZb,2/23/2024 14:59:47,2/23/2024 15:07:20,SPLIT A, ,Never heard of this,Never heard of this, ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Strongly oppose,Somewhat oppose,Somewhat oppose,Yes,No,Yes, ,qualified,1,Republican,Suburban,42,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,3,West-South Central,70,0.7435083
803,R_2KWE6toMf6oLPDX,2/24/2024 12:19:53,2/24/2024 12:24:35,SPLIT A, ,Very familiar,Never heard of this, ,Somewhat familiar,Never heard of this,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Yes,Yes,Yes,No,qualified,1,Independent,Suburban,56,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,West,Owned or being bought by you or someone in,Not working,ID,1,0,Mountain,70,0.8684215
804,R_5dXYbl9BgVSX8rW,2/23/2024 15:17:42,2/23/2024 15:24:17,SPLIT A, ,Somewhat familiar,"Heard of it, but that’s it", ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat support,No,No,No, ,qualified,1,Independent,Urban,43,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,2,West-South Central,70,1.3180648
805,R_7lXIQ7YOLMcVuq5,2/24/2024 16:17:23,2/24/2024 18:21:06, ,SPLIT B,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Yes,No,No, ,qualified,1,Something else,Rural,46,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,WA,2,0,Pacific,70,0.5645742
806,R_7bTW7iCm9irG0bc,2/24/2024 0:35:22,2/24/2024 0:42:08, ,SPLIT B,"Heard of it, but that’s it", ,Somewhat familiar,"Heard of it, but that’s it","Heard of it, but that’s it",Somewhat support,Somewhat oppose,Somewhat oppose,Strongly oppose,Yes,No,No, ,qualified,1,Democrat,Urban,56,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,1,One-family house detached from any other house,"$75,000 to $99,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,NJ,1,0,Mid-Atlantic,70,0.8330827
807,R_3D1QS3QaNFKuKw2,2/23/2024 17:16:55,2/23/2024 17:21:36,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,Somewhat familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Democrat,Suburban,60,Bachelor or higher,Master’s degree or above,"2+ races, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,3,0,Pacific,70,0.3471655
808,R_12Q7QmTZwVopED5,2/23/2024 16:18:52,2/23/2024 16:25:38,SPLIT A, ,Very familiar,Never heard of this, ,Very familiar,Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I know someone","Yes, I know someone",No,qualified,1,Independent,Urban,62,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Female,2,One-family condo or townhouse attached to other units,"$150,000 or more",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,VA,2,0,South Atlantic,70,1.418721
809,R_62M6HGNgKG0U9z0,2/24/2024 0:03:58,2/24/2024 16:16:52, ,SPLIT B,Very familiar, ,Somewhat familiar,Never heard of this,Never heard of this,Strongly oppose,Strongly support,Strongly oppose,Somewhat oppose,Yes,Yes,No,No,qualified,1,Republican,Suburban,45,Less than HS,No high school diploma or GED,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,South,Owned or being bought by you or someone in,Not working,AL,2,0,East-South Central,70,0.734935
810,R_5eQYDAgHZ4fIMPZ,2/24/2024 15:16:51,2/24/2024 15:25:36,SPLIT A, ,"Heard of it, but that’s it","Heard of it, but that’s it", ,"Heard of it, but that’s it",Never heard of this,Somewhat support,Strongly support,Strongly support,Strongly support,Yes,Yes,Yes,No,qualified,1,Republican,Suburban,64,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Divorced,Metro area,Midwest,Owned or being bought by you or someone in,Not working,IA,2,0,West-North Central,70,0.6299199
811,R_1tJNKLqglZgfQnp,2/24/2024 10:19:23,2/24/2024 10:24:21,SPLIT A, ,Somewhat familiar,Somewhat familiar, ,"Heard of it, but that’s it",Somewhat familiar,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,No,No,Yes, ,qualified,1,Independent,Suburban,74,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working part-time,FL,2,0,South Atlantic,70,1.0503068
812,R_6CBE80m6Ty82M7v,2/23/2024 19:10:32,2/23/2024 19:50:42,SPLIT A, ,Never heard of this,"Heard of it, but that’s it", ,Never heard of this,"Heard of it, but that’s it",Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,"Yes, I know someone","Yes, I have",No,No,qualified,1,Democrat,Suburban,58,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro area,West,Rented for cash,Not working,CO,2,0,Mountain,70,0.5866507
